red_fighter,blue_fighter,snapshot_date,winner,age_diff,height_diff,reach_diff,experience_diff,wins_diff,losses_diff,win_rate_diff,win_streak_diff,lose_streak_diff,momentum_diff,ko_rate_diff,submission_rate_diff,decision_rate_diff,fight_time_diff,sig_strike_diff,takedown_diff,submission_attempt_diff
Waldo Cortes Acosta,Derrick Lewis,2026-01-24,Red,-6.0,2.539999999999992,-2.539999999999992,-25.0,-16.0,-9.0,0.133,0.0,0.0,0.0,0.0,0.0,0.04999999999999999,-2.410000000000082,3.08,-0.11000000000000004,0.1
Natalia Silva,Rose Namajunas,2026-01-24,Red,-4.0,-2.539999999999992,0.0,-11.0,-5.0,-6.0,0.33299999999999996,6.0,0.0,6.0,0.11899999999999997,-0.25,0.131,-223.33000000000004,1.3099999999999996,-1.04,-0.3
Arnold Allen,Jean Silva,2026-01-24,Blue,2.0,2.539999999999992,2.5400000000000205,7.0,6.0,1.0,0.013000000000000012,1.0,-1.0,2.0,-0.6180000000000001,-0.018000000000000016,0.636,360.75,-1.37,-0.2699999999999999,-0.3
Umar Nurmagomedov,Deiveson Figueiredo,2026-01-24,Red,-8.0,7.6200000000000045,2.539999999999992,-10.0,-6.0,-4.0,0.15300000000000002,0.0,0.0,0.0,-0.08800000000000002,-0.02200000000000002,0.10899999999999993,112.25999999999999,1.23,2.42,-1.0
Ateba Gautier,Andrey Pulyaev,2026-01-24,Red,-4.0,0.0,7.6200000000000045,1.0,2.0,-1.0,0.5,2.0,0.0,2.0,0.0,0.0,0.0,-517.83,0.6000000000000005,0.2,0.0
Nikita Krylov,Modestas Bukauskas,2026-01-24,Red,2.0,0.0,2.5400000000000205,9.0,4.0,5.0,-0.08599999999999997,-4.0,2.0,-6.0,-0.065,0.31200000000000006,-0.247,-192.19999999999993,1.12,1.7899999999999998,1.0999999999999999
Alex Perez,Charles Johnson,2026-01-24,Red,-1.0,-7.6200000000000045,-12.700000000000017,1.0,0.0,1.0,-0.04499999999999993,-1.0,2.0,-3.0,0.0,0.286,-0.285,-328.50000000000006,-0.35999999999999943,1.7,0.39999999999999997
Josh Hokit,Denzel Freeman,2026-01-24,Red,-7.0,0.0,-10.160000000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-844.0,3.62,8.74,0.0
Adam Fugitt,Ty Miller,2026-01-24,Blue,11.0,-2.5400000000000205,0.0,5.0,2.0,3.0,0.4,0.0,1.0,-1.0,0.5,0.0,0.5,491.4,4.88,1.63,0.0
Brandon Royval,Manel Kape,2025-12-13,Blue,1.0,10.159999999999997,0.0,2.0,1.0,1.0,-0.031000000000000028,-2.0,1.0,-3.0,-0.524,0.429,0.09599999999999997,161.24,0.5,0.25,0.8
Giga Chikadze,Kevin Vallejos,2025-12-13,Blue,13.0,12.699999999999989,15.240000000000009,9.0,6.0,3.0,-0.273,-2.0,2.0,-4.0,-0.125,0.0,0.125,406.0,-2.37,-0.48000000000000004,0.2
Cesar Almeida,Cezary Oleksiejczuk,2025-12-13,Blue,11.0,-5.0800000000000125,-2.539999999999992,4.0,3.0,1.0,0.75,2.0,0.0,2.0,0.667,0.0,0.333,622.25,3.46,0.0,0.2
Melquizael Costa,Morgan Charriere,2025-12-13,Red,-1.0,5.0800000000000125,5.0800000000000125,2.0,2.0,0.0,0.11399999999999999,3.0,0.0,3.0,-1.0,0.4,0.6,58.139999999999986,0.3600000000000003,-0.06000000000000005,0.8
King Green,Lance Gibson Jr.,2025-12-13,Red,8.0,2.5400000000000205,-2.539999999999992,6.0,3.0,3.0,0.5,0.0,2.0,-2.0,0.333,0.333,0.333,387.5,6.38,1.31,0.3
Neil Magny,Yaroslav Amosov,2025-12-13,Blue,6.0,7.6200000000000045,12.699999999999989,36.0,24.0,12.0,0.667,2.0,0.0,2.0,0.25,0.167,0.5,697.34,3.4,2.17,0.3
Joanderson Brito,Isaac Thomson,2025-12-13,Red,7.0,-5.0800000000000125,7.6200000000000045,8.0,5.0,3.0,0.625,0.0,2.0,-2.0,0.6,0.4,0.0,510.75,2.43,3.38,1.1
Sean Sharaf,Steven Asplund,2025-12-13,Blue,4.0,-5.0800000000000125,-2.539999999999992,1.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,435.0,7.31,2.07,0.0
Melissa Croden,Luana Santos,2025-12-13,Blue,9.0,7.6200000000000045,2.539999999999992,-4.0,-3.0,-1.0,0.19999999999999996,0.0,0.0,0.0,0.75,-0.5,-0.25,306.6,1.1099999999999994,-1.15,-1.2
Allen Frye Jr.,Guilherme Pat,2025-12-13,Blue,-4.0,-2.539999999999992,-2.5400000000000205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jamey-Lyn Horth,Tereza Bleda,2025-12-13,Red,14.0,-5.079999999999984,-12.700000000000017,3.0,2.0,1.0,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.6099999999999999,-0.6400000000000001,-0.49999999999999994
Merab Dvalishvili,Petr Yan,2025-12-06,Blue,2.0,-2.5400000000000205,2.539999999999992,2.0,4.0,-2.0,0.16100000000000003,11.0,0.0,11.0,-0.22899999999999998,0.071,0.15700000000000003,-0.8699999999998909,-0.7400000000000002,4.27,0.19999999999999998
Alexandre Pantoja,Joshua Van,2025-12-06,Blue,12.0,0.0,5.0800000000000125,8.0,6.0,2.0,-0.06500000000000006,3.0,0.0,3.0,-0.10700000000000001,0.357,-0.321,-37.57999999999993,-4.46,1.9500000000000002,1.0
Brandon Moreno,Tatsuro Taira,2025-12-06,Blue,6.0,0.0,0.0,8.0,4.0,4.0,-0.18700000000000006,1.0,0.0,1.0,-0.012999999999999956,-0.15599999999999997,0.07800000000000001,400.05000000000007,0.8999999999999999,-1.76,-1.2000000000000002
Henry Cejudo,Payton Talbott,2025-12-06,Blue,12.0,-15.240000000000009,-15.240000000000009,10.0,6.0,4.0,-0.133,-1.0,3.0,-4.0,-0.09999999999999998,-0.25,0.35,254.73000000000002,-2.79,1.0,-0.1
Grant Dawson,Manuel Torres,2025-12-06,Blue,0.0,0.0,-2.539999999999992,7.0,7.0,0.0,0.11699999999999999,2.0,0.0,2.0,-0.5680000000000001,0.11399999999999999,0.455,514.73,-4.08,2.09,0.20000000000000007
Terrance McKinney,Chris Duncan,2025-12-06,Blue,-2.0,0.0,5.079999999999984,5.0,2.0,3.0,-0.19699999999999995,-1.0,0.0,-1.0,0.571,0.02899999999999997,-0.6,-445.4200000000001,1.5100000000000007,0.040000000000000036,1.4000000000000001
Maycee Barber,Karine Silva,2025-12-06,Red,-6.0,0.0,-5.0800000000000125,5.0,4.0,1.0,-0.015000000000000013,5.0,0.0,5.0,0.444,-0.6,0.15600000000000003,134.29999999999995,2.22,-0.8599999999999999,-1.4
Nazim Sadykhov,Fares Ziam,2025-12-06,Blue,4.0,-7.619999999999976,-15.240000000000009,-5.0,-3.0,-2.0,0.22199999999999998,-1.0,0.0,-1.0,0.607,0.25,-0.857,-323.25,1.92,-0.6299999999999999,-0.3
Marvin Vettori,Brunno Ferreira,2025-12-06,Blue,-1.0,5.079999999999984,5.0800000000000125,9.0,4.0,5.0,-0.1519999999999999,-2.0,3.0,-5.0,-0.6,-0.17800000000000002,0.778,624.5,0.9700000000000002,0.15999999999999992,-0.4
Edson Barboza,Jalin Turner,2025-12-06,Blue,10.0,-10.159999999999997,-5.0800000000000125,18.0,11.0,7.0,0.04299999999999993,0.0,0.0,0.0,0.07100000000000001,-0.429,0.5,325.66,-1.6500000000000004,-0.32,-1.0
Iwo Baraniewski,Ibo Aslan,2025-12-06,Red,-2.0,-7.6200000000000045,-10.160000000000025,-4.0,-2.0,-2.0,-0.5,0.0,-2.0,2.0,-1.0,0.0,0.0,-453.5,-5.75,0.0,0.0
Mansur Abdul-Malik,Antonio Trocoli,2025-12-06,Red,-6.0,-10.159999999999997,2.539999999999992,1.0,2.0,-2.0,1.0,0.0,-2.0,2.0,1.0,0.0,0.0,19.670000000000016,1.9899999999999998,0.8099999999999999,-0.5
Muhammad Naimov,Mairon Santos,2025-12-06,Blue,6.0,5.079999999999984,-5.079999999999984,3.0,2.0,1.0,-0.16700000000000004,-1.0,0.0,-1.0,0.067,0.0,-0.06700000000000006,-80.33000000000004,-0.8200000000000003,1.49,0.2
Arman Tsarukyan,Dan Hooker,2025-11-22,Red,-7.0,-12.699999999999989,-7.6200000000000045,-12.0,-6.0,-6.0,0.16400000000000003,1.0,0.0,1.0,0.0,-0.143,0.14300000000000002,106.30999999999995,-1.2400000000000002,2.52,-0.3
Belal Muhammad,Ian Machado Garry,2025-11-22,Blue,9.0,-10.159999999999997,-5.0800000000000125,12.0,9.0,3.0,-0.06799999999999995,-1.0,1.0,-2.0,-0.2,0.067,0.133,-4.930000000000064,-0.35000000000000053,1.2200000000000002,-0.30000000000000004
Volkan Oezdemir,Alonzo Menifield,2025-11-22,Red,-2.0,5.0800000000000125,-2.539999999999992,0.0,-2.0,2.0,-0.134,-2.0,1.0,-3.0,0.09999999999999998,-0.07500000000000001,-0.025000000000000022,48.360000000000014,1.1800000000000002,0.0,-0.1
Jack Hermansson,Myktybek Orolbai,2025-11-22,Blue,10.0,7.619999999999976,7.6200000000000045,14.0,8.0,6.0,-0.139,-1.0,1.0,-2.0,0.182,-0.394,0.122,-29.67999999999995,2.3700000000000006,-7.289999999999999,-0.09999999999999998
Waldo Cortes Acosta,Shamil Gaziev,2025-11-22,Red,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-5.25,2.92,-0.49000000000000005,-0.19999999999999998
Tagir Ulanbekov,Kyoji Horiguchi,2025-11-22,Blue,7.0,5.0800000000000125,10.160000000000025,-1.0,-1.0,0.0,-0.018000000000000016,1.0,0.0,1.0,-0.286,0.333,-0.04699999999999993,-128.75,-47.1329,1.1586,1.5
Bogdan Grad,Luke Riley,2025-11-22,Blue,3.0,-2.539999999999992,2.5400000000000205,2.0,1.0,1.0,0.5,0.0,1.0,-1.0,1.0,0.0,0.0,731.0,4.06,4.22,0.0
Nicolas Dalby,Saygid Izagakhmaev,2025-11-22,Red,9.0,-2.539999999999992,0.0,13.0,7.0,6.0,0.538,0.0,2.0,-2.0,0.143,0.0,0.857,770.0,3.88,0.9,0.1
Alex Perez,Asu Almabayev,2025-11-22,Blue,1.0,5.079999999999984,0.0,6.0,2.0,4.0,-0.25,-1.0,1.0,-2.0,0.429,0.08599999999999997,-0.514,-349.59,1.8800000000000003,-2.42,-0.7
Abdul Rakhman Yakhyaev,Rafael Cerqueira,2025-11-22,Red,-11.0,-2.539999999999992,5.0800000000000125,-3.0,0.0,-3.0,0.0,0.0,-3.0,3.0,0.0,0.0,0.0,-361.0,-1.56,0.0,0.0
Bekzat Almakhan,Aleksandre Topuria,2025-11-22,Blue,-2.0,0.0,0.0,1.0,0.0,1.0,-0.5,0.0,0.0,0.0,1.0,0.0,-1.0,-418.0,-1.32,-1.5,0.0
Ismail Naurdiev,Ryan Loder,2025-11-22,Red,-5.0,-10.159999999999997,-5.079999999999984,4.0,2.0,2.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,613.5,-1.4399999999999995,0.10999999999999988,-1.2
Nurullo Aliev,Shem Rock,2025-11-22,Red,-8.0,-2.539999999999992,-2.539999999999992,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,900.0,2.72,2.12,0.3
Marek Bujlo,Denzel Freeman,2025-11-22,Blue,-1.0,7.6200000000000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Della Maddalena,Islam Makhachev,2025-11-15,Blue,-5.0,2.539999999999992,7.619999999999976,-9.0,-8.0,-1.0,0.05900000000000005,-7.0,0.0,-7.0,0.312,-0.375,0.063,-7.310000000000059,3.12,-2.97,-0.9
Valentina Shevchenko,Zhang Weili,2025-11-15,Red,2.0,2.539999999999992,7.619999999999976,9.0,8.0,1.0,0.07399999999999995,-3.0,0.0,-3.0,0.11899999999999997,-0.02400000000000002,0.07099999999999995,-19.700000000000045,-1.62,0.69,-0.2
Sean Brady,Michael Morales,2025-11-15,Blue,7.0,-5.079999999999984,-17.78,3.0,2.0,1.0,-0.11099999999999999,-3.0,0.0,-3.0,-0.667,0.5,0.16699999999999998,326.5,-1.7199999999999998,2.4899999999999998,0.9
Leon Edwards,Carlos Prates,2025-11-15,Blue,2.0,2.5400000000000205,-10.159999999999997,12.0,9.0,3.0,-0.05499999999999994,-1.0,2.0,-3.0,-0.786,0.071,0.714,502.66999999999996,-1.17,1.04,0.4
Beneil Dariush,Benoit Saint Denis,2025-11-15,Blue,7.0,-2.539999999999992,-2.539999999999992,13.0,10.0,3.0,0.039000000000000035,-1.0,0.0,-1.0,-0.311,-0.27699999999999997,0.529,55.150000000000034,-1.8400000000000003,-2.0800000000000005,-1.0
Bo Nickal,Rodolfo Vieira,2025-11-15,Red,-6.0,2.539999999999992,7.6200000000000045,-4.0,-2.0,-2.0,0.133,-1.0,1.0,-2.0,0.25,-0.33299999999999996,0.08299999999999999,-195.64999999999998,-0.19999999999999973,0.3999999999999999,1.6
Roman Kopylov,Gregory Rodrigues,2025-11-15,Blue,0.0,-7.6200000000000045,0.0,-1.0,-2.0,1.0,-0.127,-1.0,1.0,-2.0,0.08299999999999996,0.0,-0.08299999999999999,159.9799999999999,-0.9400000000000004,-0.76,-0.4
Erin Blanchfield,Tracy Cortez,2025-11-15,Red,-6.0,-2.539999999999992,2.539999999999992,1.0,1.0,0.0,0.018000000000000016,0.0,0.0,0.0,0.0,0.429,-0.42900000000000005,-173.5,1.3800000000000003,-0.2899999999999998,0.5
Malcolm Wellmaker,Ethyn Ewing,2025-11-15,Blue,2.0,10.160000000000025,5.0800000000000125,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,138.0,5.8,0.0,0.0
Kyle Daukaus,Gerald Meerschaert,2025-11-15,Red,-5.0,2.5400000000000205,-2.5400000000000205,-17.0,-9.0,-8.0,-0.07100000000000001,1.0,-3.0,4.0,0.25,-0.49999999999999994,0.333,-211.38,0.31000000000000005,0.26,0.7000000000000002
Pat Sabatini,Chepe Mariscal,2025-11-15,Red,2.0,2.539999999999992,2.5400000000000205,4.0,2.0,2.0,-0.22199999999999998,-3.0,0.0,-3.0,-0.2,0.429,-0.2290000000000001,-366.54999999999995,-2.4499999999999997,2.1400000000000006,1.3
Angela Hill,Fatima Kline,2025-11-15,Blue,15.0,-7.619999999999976,-7.6200000000000045,25.0,11.0,14.0,-0.203,-2.0,1.0,-3.0,-0.846,0.077,0.692,90.88,0.3600000000000003,-1.27,0.1
Baisangur Susurkaev,Eric McConico,2025-11-15,Red,-11.0,5.0800000000000125,5.079999999999984,-1.0,0.0,-1.0,0.5,0.0,0.0,0.0,0.0,1.0,-1.0,-195.5,1.9499999999999997,2.76,0.7
Viacheslav Borshchev,Matheus Camilo,2025-11-15,Blue,9.0,2.539999999999992,0.0,7.0,3.0,4.0,0.375,0.0,1.0,-1.0,0.667,0.0,0.333,79.38,2.9099999999999997,-4.43,-0.5
Gabriel Bonfim,Randy Brown,2025-11-08,Red,-7.0,-5.0800000000000125,-15.240000000000009,-14.0,-9.0,-5.0,0.133,2.0,0.0,2.0,-0.286,0.386,-0.09999999999999998,-137.34000000000003,0.1200000000000001,2.84,0.7999999999999999
Matt Schnell,Joseph Morales,2025-11-08,Blue,5.0,5.0800000000000125,2.5400000000000205,11.0,5.0,6.0,-0.032999999999999974,0.0,0.0,0.0,0.0,-0.07100000000000001,0.571,-230.66999999999996,2.0700000000000003,-0.5399999999999999,-1.8
Muslim Salikhov,Uros Medic,2025-11-08,Blue,9.0,-5.079999999999984,-2.539999999999992,5.0,4.0,1.0,0.06699999999999995,2.0,0.0,2.0,-0.44399999999999995,0.0,0.444,256.71999999999997,-2.2199999999999998,0.73,0.0
Chris Padilla,Ismael Bonfim,2025-11-08,Red,0.0,2.539999999999992,7.6200000000000045,-1.0,1.0,-2.0,0.5,3.0,-1.0,4.0,-0.16699999999999998,0.333,-0.16699999999999998,94.41999999999996,-0.7299999999999995,0.11999999999999988,0.4
Christian Leroy Duncan,Marco Tulio,2025-11-08,Red,0.0,5.0800000000000125,12.699999999999989,5.0,3.0,2.0,-0.28600000000000003,0.0,0.0,0.0,-0.19999999999999996,0.0,0.2,235.14,-2.2600000000000007,-1.0899999999999999,-0.3
Hyder Amil,Jamall Emmers,2025-11-08,Blue,0.0,-2.5400000000000205,-10.159999999999997,-4.0,-1.0,-3.0,0.25,-1.0,1.0,-2.0,0.16700000000000004,0.0,-0.16699999999999998,-180.63,0.71,-2.03,0.5
Ricky Simon,Raoni Barcelos,2025-11-08,Blue,-6.0,-2.5400000000000205,5.079999999999984,2.0,1.0,1.0,-0.02499999999999991,-1.0,0.0,-1.0,0.07799999999999999,-0.021999999999999992,-0.05600000000000005,-15.319999999999936,-1.8900000000000001,2.27,-0.3
Mayra Bueno Silva,Jacqueline Cavalcanti,2025-11-08,Blue,6.0,-5.0800000000000125,-10.160000000000025,6.0,1.0,5.0,-0.5,-4.0,3.0,-7.0,0.0,0.8,-0.8,-180.55999999999995,-1.9400000000000004,0.51,1.3
Josh Hokit,Max Gimenis,2025-11-08,Red,-5.0,-2.5400000000000205,-5.0800000000000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tecia Pennington,Denise Gomes,2025-11-08,Blue,10.0,-2.539999999999992,-7.6200000000000045,-4.0,-3.0,-1.0,-0.04699999999999993,-1.0,0.0,-1.0,-0.6,0.0,0.6,269.71000000000004,0.3000000000000007,-0.8899999999999999,-0.6
Miles Johns,Daniel Marcos,2025-11-08,Blue,-1.0,0.0,-2.539999999999992,5.0,2.0,3.0,-0.20000000000000007,0.0,1.0,-1.0,0.08300000000000002,0.0,-0.08299999999999996,-10.379999999999995,-1.5400000000000005,-0.13000000000000012,-0.1
Zach Reese,Jackson McVey,2025-11-08,Red,5.0,0.0,0.0,2.0,1.0,0.0,0.5,0.0,-1.0,1.0,0.0,0.0,1.0,163.32999999999998,-1.3899999999999997,2.8,1.3
Steve Garcia,David Onama,2025-11-01,Red,3.0,2.539999999999992,2.539999999999992,1.0,1.0,0.0,0.028000000000000025,2.0,0.0,2.0,0.524,-0.167,-0.357,-347.47,0.3199999999999994,-0.19000000000000006,-0.09999999999999998
Waldo Cortes Acosta,Ante Delija,2025-11-01,Red,-2.0,2.539999999999992,0.0,2.0,1.0,1.0,-0.33299999999999996,-1.0,1.0,-2.0,-0.5,0.0,0.5,673.0,1.2599999999999998,0.44,0.1
Jeremiah Wells,Themba Gorimbo,2025-11-01,Red,4.0,-10.159999999999997,-7.6200000000000045,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.25,0.25,-0.5,5.160000000000082,-0.6999999999999997,-1.8099999999999996,0.20000000000000007
Isaac Dulgarian,Yadier del Valle,2025-11-01,Blue,0.0,-5.079999999999984,5.0800000000000125,2.0,1.0,1.0,-0.33299999999999996,0.0,0.0,0.0,0.5,-0.5,0.0,408.33000000000004,-0.6799999999999997,3.9200000000000004,0.10000000000000009
Charles Radtke,Daniel Frunza,2025-11-01,Red,4.0,-10.159999999999997,-2.539999999999992,4.0,3.0,1.0,0.6,0.0,0.0,0.0,0.667,0.0,0.333,70.19999999999999,-0.4500000000000002,1.32,0.7
Allan Nascimento,Cody Durden,2025-11-01,Red,-1.0,2.539999999999992,5.079999999999984,-8.0,-3.0,-5.0,0.25,3.0,-2.0,5.0,-0.167,0.166,0.0,150.45000000000005,-0.2799999999999998,-2.63,0.5000000000000001
Billy Elekana,Kevin Christian,2025-11-01,Red,0.0,-10.159999999999997,-7.619999999999976,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,706.5,2.71,0.85,0.8
Timmy Cuamba,ChangHo Lee,2025-11-01,Red,-4.0,2.539999999999992,5.0800000000000125,1.0,-1.0,2.0,-0.667,-1.0,0.0,-1.0,0.5,0.0,-0.5,64.33000000000004,-1.1099999999999999,-1.8900000000000001,-0.3
Donte Johnson,Sedriques Dumas,2025-11-01,Red,-4.0,-15.240000000000009,-12.699999999999989,-7.0,-3.0,-3.0,-0.5,0.0,0.0,0.0,0.0,0.0,-1.0,-514.0,-2.0,-1.34,-0.2
Ketlen Vieira,Norma Dumont,2025-11-01,Blue,0.0,2.539999999999992,2.539999999999992,3.0,1.0,2.0,-0.1080000000000001,-4.0,0.0,-4.0,0.0,0.111,-0.11099999999999999,33.57000000000005,-1.1,-0.3899999999999999,0.6
Alice Ardelean,Montserrat Conejo Ruiz,2025-11-01,Red,3.0,7.6200000000000045,2.539999999999992,1.0,1.0,0.0,0.333,1.0,-2.0,3.0,0.0,0.0,1.0,272.5,6.56,-1.0499999999999998,-0.8
Phil Rowe,Seokhyeon Ko,2025-11-01,Blue,3.0,12.699999999999989,22.859999999999985,5.0,3.0,2.0,-0.33299999999999996,0.0,0.0,0.0,1.0,0.0,-1.0,-159.16999999999996,0.7799999999999998,-3.54,-0.09999999999999998
Talita Alencar,Ariane Carnelossi,2025-11-01,Red,3.0,-2.539999999999992,-7.6200000000000045,-2.0,-1.0,-1.0,0.06700000000000006,0.0,0.0,0.0,-0.333,-0.333,1.0,177.75,0.040000000000000036,1.65,0.3
Virna Jandiroba,Mackenzie Dern,2025-10-25,Blue,5.0,-2.539999999999992,2.539999999999992,-4.0,-3.0,-1.0,-0.031000000000000028,3.0,0.0,3.0,0.143,-0.21400000000000002,0.07099999999999995,-117.38999999999999,-1.1400000000000001,1.92,0.3999999999999999
Umar Nurmagomedov,Mario Bautista,2025-10-25,Red,-2.0,-2.539999999999992,0.0,-5.0,-4.0,-1.0,0.02400000000000002,-8.0,1.0,-9.0,0.067,0.03300000000000003,-0.09999999999999998,274.53,-1.44,2.12,-0.6000000000000001
Alexander Volkov,Jailton Almeida,2025-10-25,Red,3.0,10.159999999999997,2.539999999999992,7.0,3.0,4.0,-0.20100000000000007,-2.0,1.0,-3.0,0.17000000000000004,-0.40900000000000003,0.14800000000000002,387.02000000000004,2.9,-5.1899999999999995,-1.5
Aleksandar Rakic,Azamat Murzakanov,2025-10-25,Blue,-4.0,15.23999999999998,17.78,5.0,1.0,4.0,-0.4,-5.0,3.0,-8.0,-0.467,0.167,0.3,77.22000000000003,-0.54,0.10999999999999999,0.1
Nasrat Haqparast,Quillan Salkilld,2025-10-25,Blue,4.0,-5.079999999999984,-7.6200000000000045,12.0,8.0,4.0,-0.28600000000000003,3.0,0.0,3.0,-0.3,0.0,0.19999999999999996,258.0,1.2000000000000002,-7.61,-0.8
Ikram Aliskerov,JunYong Park,2025-10-25,Red,-2.0,5.079999999999984,7.6200000000000045,-4.0,-3.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,-0.5,-0.5,-510.88,2.2200000000000006,1.5100000000000002,-0.30000000000000004
Ludovit Klein,Mateusz Rebecki,2025-10-25,Red,-2.0,0.0,15.240000000000009,4.0,3.0,1.0,0.03299999999999992,0.0,0.0,0.0,0.035999999999999976,-0.25,0.21399999999999997,96.41999999999996,-1.4500000000000002,-2.01,-0.5
Valter Walker,Louie Sutherland,2025-10-25,Red,-4.0,7.6200000000000045,5.0800000000000125,4.0,3.0,1.0,0.75,3.0,0.0,3.0,0.0,1.0,0.0,331.75,2.0,5.74,2.5
Nathaniel Wood,Jose Delgado,2025-10-25,Red,4.0,-12.700000000000017,-12.700000000000017,10.0,7.0,3.0,-0.25,0.0,0.0,0.0,-1.0,0.333,0.667,686.36,-1.8400000000000007,-0.15999999999999992,0.5
Hamdy Abdelwahab,Chris Barnett,2025-10-25,Red,-6.0,12.700000000000017,-7.6200000000000045,-3.0,-1.0,-2.0,0.09999999999999998,0.0,0.0,0.0,-1.0,0.0,1.0,437.0,0.05999999999999961,3.25,0.0
Azat Maksum,Mitch Raposo,2025-10-25,Blue,4.0,5.0800000000000125,15.240000000000009,1.0,1.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.02,0.96,0.2
Jaqueline Amorim,Mizuki,2025-10-25,Blue,0.0,0.0,7.6200000000000045,4.0,3.0,1.0,-0.19999999999999996,3.0,0.0,3.0,0.25,0.75,-1.0,-412.8,-2.1299999999999994,1.83,3.8
Reinier de Ridder,Brendan Allen,2025-10-18,Blue,5.0,5.079999999999984,7.6200000000000045,-13.0,-9.0,-4.0,0.235,3.0,0.0,3.0,0.173,-0.038000000000000034,-0.135,0.8700000000000045,-1.1199999999999997,1.0,-0.5000000000000001
Kevin Holland,Mike Malott,2025-10-18,Blue,-1.0,5.0800000000000125,20.32000000000002,20.0,10.0,10.0,-0.256,-2.0,1.0,-3.0,-0.133,0.0,0.067,92.03000000000003,0.3299999999999996,-1.0499999999999998,-0.30000000000000004
Marlon Vera,Aiemann Zahabi,2025-10-18,Blue,-6.0,0.0,5.0800000000000125,15.0,8.0,7.0,-0.15300000000000002,-6.0,2.0,-8.0,0.18100000000000005,0.267,-0.514,53.00999999999999,-0.27000000000000046,0.39,0.8
Manon Fiorot,Jasmine Jasudavicius,2025-10-18,Red,-1.0,0.0,-7.6200000000000045,-2.0,-1.0,-1.0,0.07499999999999996,-5.0,1.0,-6.0,0.286,-0.375,0.08899999999999997,204.52999999999997,1.96,-1.5399999999999998,-0.6
Charles Jourdain,Davey Grant,2025-10-18,Red,-11.0,2.539999999999992,0.0,0.0,-1.0,1.0,-0.07099999999999995,-1.0,0.0,-1.0,-0.08900000000000002,0.304,-0.08900000000000002,-61.870000000000005,0.29000000000000004,-0.69,0.39999999999999997
Kyle Nelson,Matt Frevola,2025-10-18,Red,-1.0,5.0800000000000125,0.0,0.0,-1.0,1.0,-0.11200000000000004,0.0,-1.0,1.0,-0.09999999999999998,0.0,0.09999999999999998,148.0,0.13999999999999968,-1.33,-0.4
Kyle Prepolec,Drew Dober,2025-10-18,Blue,-1.0,5.0800000000000125,0.0,-21.0,-13.0,-8.0,-0.542,0.0,0.0,0.0,-0.692,-0.077,-0.231,270.62999999999994,-1.2300000000000004,-0.61,-0.1
Cody Gibson,Aoriqileng,2025-10-18,Blue,6.0,7.6200000000000045,5.0800000000000125,3.0,0.0,3.0,-0.16699999999999998,0.0,0.0,0.0,0.0,0.333,-0.334,19.220000000000027,-1.0200000000000005,0.9200000000000002,0.6
Bruno Silva,HyunSung Park,2025-10-18,Red,6.0,-7.6200000000000045,-2.539999999999992,16.0,5.0,11.0,-0.35,0.0,3.0,-3.0,0.542,-0.542,0.0,124.5,0.5700000000000003,0.5099999999999998,-1.6
Danny Barlow,Djorden Santos,2025-10-18,Blue,2.0,5.0800000000000125,10.159999999999997,2.0,2.0,0.0,0.667,0.0,0.0,0.0,0.5,0.0,0.5,-310.66999999999996,-1.1900000000000004,-0.67,0.0
Stephanie Luciano,Ravena Oliveira,2025-10-18,Red,-1.0,2.539999999999992,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2,-0.7,0.3
Azamat Bekoev,Yousri Belgaroui,2025-10-18,Blue,-4.0,-15.240000000000009,-17.78,2.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,174.0,4.07,4.49,0.0
Melissa Croden,Tainara Lisboa,2025-10-18,Red,0.0,5.079999999999984,2.539999999999992,-3.0,-2.0,-1.0,-0.667,0.0,-1.0,1.0,0.0,-0.5,-0.5,-786.33,-2.01,-1.67,-0.3
