winner,fighter_red,fighter_blue,age_diff,height_diff,reach_diff,sig_strike_diff,sig_accuracy_diff,td_diff,td_accuracy_diff,submission_diff,wins_diff,losses_diff,win_streak_diff,lose_streak_diff,strike_defense_diff,td_defense_diff,title_fight,rounds
Red,Ismael Bonfim,Terrance McKinney,-1,-5.0800000000000125,-5.079999999999984,1.2699999999999996,0.040000000000000036,-2.38,-0.02999999999999997,-1.0,-2,-2,0,0,0.040000000000000036,-0.02999999999999997,False,3
Blue,Warlley Alves,Nicolas Dalby,-6,0.0,-5.0800000000000125,-1.0199999999999996,0.04999999999999999,0.20999999999999996,0.22999999999999998,0.7000000000000001,4,2,-1,1,0.04999999999999999,0.22999999999999998,False,3
Red,Josiane Nunes,Zarah Fairn,-10,-15.240000000000009,-12.699999999999989,0.8600000000000003,0.10999999999999999,0.0,0.0,0.0,2,-2,2,-2,0.10999999999999999,0.0,False,3
Blue,Saimon Oliveira,Daniel Marcos,2,-7.6200000000000045,7.6200000000000045,-3.1200000000000006,-0.11000000000000004,0.96,-0.25,1.6,0,1,-1,1,-0.11000000000000004,-0.25,False,3
Red,Sean Strickland,Nassourdine Imavov,4,-5.0800000000000125,2.539999999999992,1.4299999999999997,-0.13000000000000006,-0.19999999999999996,0.28,-1.1,8,4,-3,2,-0.13000000000000006,0.28,False,5
Red,Dan Ige,Damon Jackson,-3,-10.159999999999997,0.0,0.8000000000000003,0.030000000000000027,-1.3499999999999999,-0.08000000000000002,-0.8999999999999999,3,3,-4,3,0.030000000000000027,-0.08000000000000002,False,3
Blue,Punahele Soriano,Roman Kopylov,-1,-2.539999999999992,-7.6200000000000045,0.5599999999999996,-0.010000000000000009,0.28,0.030000000000000027,0.0,3,0,0,0,-0.010000000000000009,0.030000000000000027,False,3
Blue,Ketlen Vieira,Raquel Pennington,-3,2.539999999999992,2.539999999999992,-1.0999999999999996,-0.11000000000000004,0.61,0.16999999999999998,-0.09999999999999998,-4,-3,-2,0,-0.11000000000000004,0.16999999999999998,False,3
Red,Umar Nurmagomedov,Raoni Barcelos,-8,2.539999999999992,5.079999999999984,-0.7599999999999998,0.12,2.12,0.18,-0.19999999999999996,-3,-2,2,0,0.12,0.18,False,3
Red,Javid Basharat,Mateus Mendonca,4,7.6200000000000045,-5.0800000000000125,3.76,0.13,-0.8400000000000001,0.13,-0.2,2,0,2,0,0.13,0.13,False,3
Blue,Claudio Ribeiro,Abdul Razak Alhassan,-7,7.619999999999976,10.160000000000025,-0.03000000000000025,0.020000000000000018,-0.31999999999999995,0.12,-0.2,-4,-5,1,-1,0.020000000000000018,0.12,False,3
Red,Mateusz Rebecki,Nick Fiore,5,-7.6200000000000045,-15.240000000000009,1.8600000000000003,0.019999999999999962,1.62,0.3,1.0,1,0,1,0,0.019999999999999962,0.3,False,3
Red,Allan Nascimento,Carlos Hernandez,2,0.0,5.079999999999984,-0.9000000000000004,0.14999999999999997,0.47,0.09,0.7,-1,2,-1,0,0.14999999999999997,0.09,False,3
Red,Dan Argueta,Nick Aguirre,3,-5.079999999999984,-15.240000000000009,1.4500000000000002,0.12,3.29,0.27999999999999997,1.0,0,1,0,1,0.12,0.27999999999999997,False,3
Red,Charles Johnson,Jimmy Flick,0,5.079999999999984,5.0800000000000125,2.89,0.010000000000000009,-1.17,-0.009999999999999981,-3.8,-1,1,-1,0,0.010000000000000009,-0.009999999999999981,False,3
Red,Jared Cannonier,Sean Strickland,7,-5.079999999999984,2.5400000000000205,-1.5199999999999996,0.08000000000000002,-0.36000000000000004,-0.18,-0.2,-4,2,0,0,0.08000000000000002,-0.18,False,5
Red,Arman Tsarukyan,Damir Ismagulov,-5,-7.6200000000000045,-5.0800000000000125,0.43000000000000016,0.06,2.25,0.08999999999999997,0.0,0,2,-5,1,0.06,0.08999999999999997,False,3
Red,Amir Albazi,Alessandro Costa,3,2.539999999999992,2.539999999999992,-1.3399999999999999,-0.07999999999999996,1.44,0.21000000000000002,0.7,2,0,2,0,-0.07999999999999996,0.21000000000000002,False,3
Red,Alex Caceres,Julian Erosa,1,-7.619999999999976,-2.5400000000000205,-1.9699999999999998,0.010000000000000009,-1.15,0.20000000000000007,-0.10000000000000009,7,6,-3,1,0.010000000000000009,0.20000000000000007,False,3
Red,Drew Dober,Bobby Green,-2,-5.0800000000000125,-2.539999999999992,-2.04,-0.13,-0.5599999999999999,-0.22,-0.19999999999999998,-2,-3,2,-1,-0.13,-0.22,False,3
Blue,Cody Brundage,Michal Oleksiejczuk,1,0.0,-5.0800000000000125,-3.46,0.040000000000000036,1.23,0.07,0.9,-3,-1,1,0,0.040000000000000036,0.07,False,3
Blue,Cheyanne Vlismas,Cory McKenna,4,0.0,12.700000000000017,1.9299999999999997,0.09999999999999998,-1.9700000000000002,-0.24999999999999994,-0.2,0,0,1,0,0.09999999999999998,-0.24999999999999994,False,3
Blue,Jake Matthews,Matthew Semelsberger,-2,-5.079999999999984,-5.0800000000000125,-0.3999999999999999,0.010000000000000009,0.54,-0.15999999999999998,0.19999999999999996,7,3,1,-1,0.010000000000000009,-0.15999999999999998,False,3
Red,Said Nurmagomedov,Saidyokub Kakhramonov,3,0.0,2.5400000000000205,1.5,-0.040000000000000036,-5.62,-0.31999999999999995,-0.5,3,1,1,0,-0.040000000000000036,-0.31999999999999995,False,3
Red,Rafa Garcia,Maheshate,5,-12.699999999999989,-2.539999999999992,0.2900000000000005,0.13999999999999996,3.61,0.44,0.3,0,3,-2,1,0.13999999999999996,0.44,False,3
Blue,Bryan Battle,Rinat Fakhretdinov,-3,2.539999999999992,7.6200000000000045,0.34999999999999964,-0.030000000000000027,-3.3099999999999996,-0.18,0.39999999999999997,2,0,2,0,-0.030000000000000027,-0.18,False,3
Blue,David Dvorak,Manel Kape,1,0.0,0.0,-0.9600000000000004,-0.10000000000000003,0.039999999999999925,-0.030000000000000027,-0.2,1,-1,-2,1,-0.10000000000000003,-0.030000000000000027,False,3
Red,Sergey Morozov,Journey Newson,0,2.539999999999992,0.0,0.36999999999999966,0.10999999999999999,3.07,0.15,-0.3,1,0,0,0,0.10999999999999999,0.15,False,3
Red,Paddy Pimblett,Jared Gordon,-7,2.5400000000000205,12.699999999999989,-0.8099999999999996,-0.020000000000000018,-0.87,-0.06,2.1,-4,-4,2,0,-0.020000000000000018,-0.06,False,3
Red,Santiago Ponzinibbio,Alex Morono,4,2.539999999999992,2.539999999999992,-0.21999999999999975,0.0,0.22999999999999998,0.06,-0.4,-1,1,-4,2,0.0,0.06,False,3
Blue,Darren Till,Dricus Du Plessis,1,-2.539999999999992,-5.079999999999984,-3.88,-0.02999999999999997,-2.49,-0.03999999999999998,-0.9,3,4,-3,2,-0.02999999999999997,-0.03999999999999998,False,3
Blue,Bryce Mitchell,Ilia Topuria,3,7.6200000000000045,2.5400000000000205,-2.1000000000000005,0.11999999999999994,1.5300000000000002,-0.15000000000000008,0.30000000000000004,2,0,2,0,0.11999999999999994,-0.15000000000000008,False,3
Red,Raul Rosas Jr.,Jay Perrin,-11,5.079999999999984,0.0,-2.59,-0.030000000000000027,1.5599999999999996,-0.14,1.8,1,-3,1,-3,-0.030000000000000027,-0.14,False,3
Red,Jairzinho Rozenstruik,Chris Daukaus,1,-2.539999999999992,5.0800000000000125,-2.3,-0.010000000000000009,0.0,0.0,0.0,2,2,0,0,-0.010000000000000009,0.0,False,3
Red,Edmen Shahbazyan,Dalcha Lungiambula,-10,17.78,-2.539999999999992,0.7000000000000002,0.04999999999999999,-0.13000000000000034,-0.07,0.5,3,-1,0,0,0.04999999999999999,-0.07,False,3
Red,Chris Curtis,Joaquin Buckley,7,0.0,-2.539999999999992,1.5099999999999998,0.15000000000000002,-1.69,-0.44,0.0,-1,-2,0,0,0.15000000000000002,-0.44,False,3
Red,Billy Quarantillo,Alexander Hernandez,4,2.5400000000000205,-5.079999999999984,3.0300000000000002,0.15000000000000008,0.17999999999999994,-0.07999999999999999,1.0,0,-2,0,0,0.15000000000000008,-0.07999999999999999,False,3
Red,TJ Brown,Erik Silva,-3,0.0,2.539999999999992,1.3000000000000003,-0.25999999999999995,-0.34999999999999964,-0.2300000000000001,1.3,2,3,-1,1,-0.25999999999999995,-0.2300000000000001,False,3
Red,Cameron Saaiman,Steven Koslow,-4,2.539999999999992,-5.079999999999984,4.550000000000001,0.09000000000000002,-4.37,-0.27,-0.40000000000000013,1,0,1,0,0.09000000000000002,-0.27,False,3
Red,Stephen Thompson,Kevin Holland,9,-7.6200000000000045,-15.240000000000009,-0.13999999999999968,-0.02999999999999997,-0.58,0.02999999999999997,-0.6,0,1,0,1,-0.02999999999999997,0.02999999999999997,False,5
Blue,Bryan Barberena,Rafael Dos Anjos,-5,10.159999999999997,5.079999999999984,1.8699999999999997,0.010000000000000009,-1.8199999999999998,-0.12999999999999998,-0.3,-11,-6,3,-1,0.010000000000000009,-0.12999999999999998,False,3
Red,Matheus Nicolau,Matt Schnell,-3,-5.0800000000000125,-10.160000000000025,-0.6100000000000003,0.14,0.7899999999999999,0.010000000000000009,-0.19999999999999996,0,-3,2,0,0.14,0.010000000000000009,False,3
Blue,Tai Tuivasa,Sergei Pavlovich,-1,-2.539999999999992,-22.860000000000014,-2.0900000000000003,0.020000000000000018,0.0,0.0,0.0,4,3,-4,1,0.020000000000000018,0.0,False,3
Blue,Jack Hermansson,Roman Dolidze,0,-2.5400000000000205,2.5400000000000205,1.96,0.020000000000000018,0.27,-0.10000000000000003,-0.7000000000000001,5,4,-2,0,0.020000000000000018,-0.10000000000000003,False,3
Red,Eryk Anders,Kyle Daukaus,6,-5.0800000000000125,-2.539999999999992,0.18999999999999995,-0.050000000000000044,-0.33000000000000007,0.010000000000000009,-1.7999999999999998,3,4,0,1,-0.050000000000000044,0.010000000000000009,False,3
Blue,Niko Price,Phil Rowe,1,-7.6200000000000045,-10.159999999999997,2.0000000000000004,-0.06,0.44999999999999996,-0.03999999999999998,0.3,4,4,-1,0,-0.06,-0.03999999999999998,False,3
Red,Angela Hill,Emily Ducote,9,2.5400000000000205,2.539999999999992,-1.9900000000000002,-0.030000000000000027,0.56,0.18,0.1,8,12,0,0,-0.030000000000000027,0.18,False,3
Red,Clay Guida,Scott Holtzman,1,-5.079999999999984,2.5400000000000205,-1.6800000000000002,-0.13999999999999996,1.25,-0.20000000000000007,0.39999999999999997,12,12,0,-1,-0.13999999999999996,-0.20000000000000007,False,3
Red,Michael Johnson,Marc Diakiese,7,0.0,0.0,1.7299999999999995,-0.010000000000000009,-2.67,-0.020000000000000018,0.0,5,9,-2,1,-0.010000000000000009,-0.020000000000000018,False,3
Blue,Darren Elkins,Jonathan Pearce,8,-5.079999999999984,0.0,-1.8800000000000003,-0.16000000000000003,-2.39,-0.15000000000000002,0.30000000000000004,12,8,-3,0,-0.16000000000000003,-0.15000000000000002,False,3
Red,Natan Levy,Genaro Valdez,1,0.0,-2.539999999999992,-0.3799999999999999,0.22000000000000003,3.49,0.13999999999999996,0.09999999999999998,1,0,1,-1,0.22000000000000003,0.13999999999999996,False,3
Blue,Marcelo Rojo,Francis Marshall,11,-2.539999999999992,-2.539999999999992,1.23,0.04999999999999999,-2.22,0.09000000000000002,-0.5,-1,2,-1,2,0.04999999999999999,0.09000000000000002,False,3
Red,Yazmin Jauregui,Istela Nunes,-7,-2.539999999999992,-5.079999999999984,1.2400000000000002,-0.07,0.0,0.0,0.0,1,-2,1,-2,-0.07,0.0,False,3
Red,Kennedy Nzechukwu,Ion Cutelaba,2,10.160000000000025,20.319999999999993,0.6899999999999995,0.020000000000000018,-3.57,-0.11999999999999994,0.2,1,-4,1,-2,0.020000000000000018,-0.11999999999999994,False,5
Blue,Chase Sherman,Waldo Cortes-Acosta,2,0.0,0.0,0.40000000000000036,-0.02999999999999997,-0.4600000000000001,-0.09999999999999998,-0.2,2,9,-1,0,-0.02999999999999997,-0.09999999999999998,False,3
Blue,Andre Fialho,Muslim Salikhov,-10,2.539999999999992,10.159999999999997,-0.020000000000000018,-0.08000000000000002,-0.8700000000000001,0.6699999999999999,0.0,-3,0,0,0,-0.08000000000000002,0.6699999999999999,False,3
Red,Jack Della Maddalena,Danny Roberts,-9,-5.079999999999984,-2.5400000000000205,3.56,0.14,-0.03,0.07,0.0,-4,-5,3,-1,0.14,0.07,False,3
Red,Charles Johnson,Zhalgas Zhumagulov,-3,12.699999999999989,10.160000000000025,-0.41000000000000014,0.08000000000000002,-0.92,0.010000000000000009,0.3,-1,-3,0,-1,0.08000000000000002,0.010000000000000009,False,3
Red,Jennifer Maia,Maryna Moroz,3,-7.6200000000000045,-7.6200000000000045,-0.07000000000000028,0.04999999999999999,-0.27999999999999997,0.030000000000000027,-0.5,-2,2,-3,2,0.04999999999999999,0.030000000000000027,False,3
Blue,Vince Morales,Miles Johns,4,5.079999999999984,10.160000000000025,0.8900000000000001,-0.09999999999999998,-0.88,0.04999999999999999,0.0,-1,3,0,0,-0.09999999999999998,0.04999999999999999,False,3
Red,Ricky Turcios,Kevin Natividad,0,7.6200000000000045,2.539999999999992,1.9499999999999997,0.02999999999999997,-2.77,-0.25,0.5,1,0,0,-1,0.02999999999999997,-0.25,False,3
Red,Vanessa Demopoulos,Maria Oliveira,9,-10.159999999999997,-25.399999999999977,-1.0500000000000003,0.02999999999999997,-0.53,-0.33,0.6,1,0,1,0,0.02999999999999997,-0.33,False,3
Red,Brady Hiestand,Fernie Garcia,-7,2.539999999999992,10.159999999999997,0.6600000000000001,0.15999999999999998,4.52,-0.03999999999999998,0.5000000000000001,-1,0,0,0,0.15999999999999998,-0.03999999999999998,False,3
Red,Natalia Silva,Tereza Bleda,5,-12.699999999999989,-15.240000000000009,1.5100000000000002,-0.09000000000000002,-1.31,0.010000000000000009,-0.7,0,0,0,0,-0.09000000000000002,0.010000000000000009,False,3
Blue,Israel Adesanya,Alex Pereira,-2,0.0,2.539999999999992,-1.2300000000000004,-0.15000000000000002,-0.12000000000000001,-0.88,-0.19999999999999998,9,1,0,0,-0.15000000000000002,-0.88,True,5
Blue,Carla Esparza,Zhang Weili,2,-7.6200000000000045,0.0,-3.5,-0.13,0.7100000000000004,-0.11000000000000004,-0.2,4,2,5,0,-0.13,-0.11000000000000004,True,5
Red,Dustin Poirier,Michael Chandler,-3,2.539999999999992,2.539999999999992,0.41000000000000014,0.03999999999999998,-0.9299999999999999,-0.020000000000000018,0.4,17,5,-1,1,0.03999999999999998,-0.020000000000000018,False,3
Blue,Frankie Edgar,Chris Gutierrez,10,-7.6200000000000045,2.539999999999992,-0.9499999999999997,-0.18999999999999995,2.0300000000000002,0.010000000000000009,0.19999999999999998,12,9,-6,2,-0.18999999999999995,0.010000000000000009,False,3
Red,Dan Hooker,Claudio Puelles,6,5.079999999999984,7.6200000000000045,3.47,-0.010000000000000009,-2.44,-0.019999999999999962,-0.8999999999999999,6,7,-5,2,-0.010000000000000009,-0.019999999999999962,False,3
Blue,Brad Riddell,Renato Moicano,-2,-10.159999999999997,-2.539999999999992,0.33000000000000007,0.050000000000000044,-0.11999999999999988,-0.09000000000000002,-0.6,-4,-3,0,1,0.050000000000000044,-0.09000000000000002,False,3
Blue,Dominick Reyes,Ryan Spann,1,-2.5400000000000205,-5.079999999999984,1.62,0.09999999999999998,-0.9900000000000001,-0.06999999999999995,-1.2,-1,0,-1,3,0.09999999999999998,-0.06999999999999995,False,3
Red,Erin Blanchfield,Molly McCann,-9,0.0,10.159999999999997,0.08000000000000007,-0.03999999999999998,0.20999999999999974,-0.02999999999999997,0.5,-3,-3,0,0,-0.03999999999999998,-0.02999999999999997,False,3
Red,Andre Petroski,Wellington Turman,5,0.0,2.539999999999992,-0.22999999999999998,-0.010000000000000009,2.5200000000000005,0.36000000000000004,1.2,0,-3,1,0,-0.010000000000000009,0.36000000000000004,False,3
Red,Matt Frevola,Ottman Azaitar,0,2.539999999999992,0.0,-2.0200000000000005,-0.09000000000000002,2.59,0.4,0.9,2,3,-1,0,-0.09000000000000002,0.4,False,3
Red,Karolina Kowalkiewicz,Silvana Gomez Juarez,0,0.0,-2.539999999999992,1.4500000000000002,0.10999999999999999,0.34,0.23,0.2,5,5,0,0,0.10999999999999999,0.23,False,3
Red,Michael Trizano,SeungWoo Choi,0,-2.539999999999992,-7.6200000000000045,0.1200000000000001,0.14,-0.5,0.12,0.5,0,-1,0,0,0.14,0.12,False,3
Blue,Julio Arce,Montel Jackson,3,-7.6200000000000045,-12.699999999999989,0.9700000000000002,-0.17000000000000004,-2.95,-0.42999999999999994,0.0,0,1,-1,0,-0.17000000000000004,-0.42999999999999994,False,3
Red,Carlos Ulberg,Nicolae Negumereanu,4,10.159999999999997,-2.539999999999992,3.83,0.18,-0.07000000000000006,0.47,0.3,-1,0,-2,0,0.18,0.47,False,3
Blue,Marina Rodriguez,Amanda Lemos,0,5.079999999999984,0.0,1.6600000000000001,-0.07000000000000006,-0.67,-0.21000000000000002,-0.6000000000000001,1,-1,3,0,-0.07000000000000006,-0.21000000000000002,False,5
Red,Neil Magny,Daniel Rodriguez,0,5.0800000000000125,15.23999999999998,-3.98,-0.02999999999999997,1.5999999999999999,-0.09999999999999998,0.1,11,7,-4,1,-0.02999999999999997,-0.09999999999999998,False,3
Blue,Darrick Minner,Shayilan Nuerdanbieke,4,-2.539999999999992,0.0,0.6799999999999999,0.2,-0.8999999999999999,0.37,2.5,0,3,-2,2,0.2,0.37,False,3
Red,Tagir Ulanbekov,Nate Maness,0,-7.6200000000000045,-5.079999999999984,0.08000000000000007,-0.04999999999999999,3.03,-0.29,1.4000000000000001,-1,0,0,0,-0.04999999999999999,-0.29,False,3
Red,Grant Dawson,Mark Madsen,-10,5.0800000000000125,0.0,-0.5800000000000001,0.030000000000000027,0.75,-0.28,1.3,3,0,3,0,0.030000000000000027,-0.28,False,3
Red,Miranda Maverick,Shanna Young,-6,-10.159999999999997,0.0,0.4099999999999997,-0.019999999999999962,2.43,0.45,-0.3,2,-1,0,0,-0.019999999999999962,0.45,False,3
Red,Mario Bautista,Benito Lopez,1,-2.5400000000000205,-10.159999999999997,1.3000000000000007,0.02999999999999997,2.25,0.44,0.7,1,1,1,0,0.02999999999999997,0.44,False,3
Red,Polyana Viana,Jinh Yu Frey,-7,5.079999999999984,5.0800000000000125,0.020000000000000018,-0.02999999999999997,-0.20000000000000007,-0.02999999999999997,1.5999999999999999,1,1,0,0,-0.02999999999999997,-0.02999999999999997,False,3
Blue,Liudvik Sholinian,Johnny Munoz,3,2.5400000000000205,0.0,0.06000000000000005,-0.06,-2.4,-0.25,-1.8,-1,-1,0,0,-0.06,-0.25,False,3
Blue,Carlos Candelario,Jake Hadley,5,2.539999999999992,-5.0800000000000125,0.2100000000000004,0.020000000000000018,2.0799999999999996,0.3,-1.0999999999999999,0,1,0,1,0.020000000000000018,0.3,False,3
Red,Tamires Vidal,Ramona Pascual,-10,-2.5400000000000205,5.0800000000000125,-0.6699999999999999,-0.019999999999999907,-1.81,-0.19,1.0,0,-2,0,-2,-0.019999999999999907,-0.19,False,3
Blue,Calvin Kattar,Arnold Allen,6,7.6200000000000045,5.079999999999984,1.3099999999999996,-0.019999999999999962,-0.54,-0.18,-0.19999999999999998,-2,4,-9,1,-0.019999999999999962,-0.18,False,5
Blue,Tim Means,Max Griffin,2,7.6200000000000045,-2.539999999999992,1.1600000000000001,0.0,-0.29000000000000004,-0.009999999999999953,-0.09999999999999998,8,3,0,0,0.0,-0.009999999999999953,False,3
Red,Waldo Cortes-Acosta,Jared Vanderaa,1,0.0,-5.079999999999984,0.6799999999999997,0.03999999999999998,0.37000000000000005,0.09999999999999998,0.2,-1,-5,1,-4,0.03999999999999998,0.09999999999999998,False,3
Blue,Josh Fremd,Tresean Gore,0,10.159999999999997,2.539999999999992,-0.52,-0.09000000000000002,-2.38,-0.45999999999999996,-0.09999999999999987,0,-1,0,-1,-0.09000000000000002,-0.45999999999999996,False,3
Blue,Dustin Jacoby,Khalil Rountree Jr.,2,5.0800000000000125,0.0,1.6600000000000001,0.07999999999999996,0.36,0.25,-0.1,1,-3,5,0,0.07999999999999996,0.25,False,3
Blue,Phil Hawes,Roman Dolidze,-1,-5.0800000000000125,2.5400000000000205,2.2,0.16999999999999998,0.8499999999999999,-0.06,-0.9000000000000001,1,1,-1,0,0.16999999999999998,-0.06,False,3
Blue,Andrei Arlovski,Marcos Rogerio de Lima,6,5.0800000000000125,5.0800000000000125,0.11999999999999966,-0.11999999999999994,-1.0299999999999998,-0.10000000000000003,-0.3,17,11,4,-1,-0.11999999999999994,-0.10000000000000003,False,3
Blue,Joseph Holmes,JunYong Park,-4,15.23999999999998,17.78,-1.6500000000000004,0.030000000000000027,-0.3400000000000001,-0.09999999999999998,-0.30000000000000004,-2,-1,0,0,0.030000000000000027,-0.09999999999999998,False,3
Blue,Chase Hooper,Steve Garcia,-7,2.539999999999992,-2.539999999999992,0.08000000000000007,-0.040000000000000036,0.17999999999999994,-0.16000000000000003,1.6999999999999997,2,0,1,-1,-0.040000000000000036,-0.16000000000000003,False,3
Red,Cody Durden,Carlos Mota,4,7.6200000000000045,-5.079999999999984,2.3899999999999997,0.09000000000000002,4.6,0.5,-0.19999999999999996,2,2,1,0,0.09000000000000002,0.5,False,3
Red,Christian Rodriguez,Joshua Weems,-4,-2.539999999999992,5.0800000000000125,-1.6,-0.17000000000000004,-3.6999999999999993,0.14,1.1,1,0,0,0,-0.17000000000000004,0.14,False,3
Blue,Charles Oliveira,Islam Makhachev,3,0.0,10.159999999999997,0.7400000000000002,-0.05999999999999994,-1.02,-0.13,1.6999999999999997,10,7,1,0,-0.05999999999999994,-0.13,True,5
Red,Aljamain Sterling,TJ Dillashaw,-3,2.5400000000000205,10.159999999999997,-0.47999999999999954,0.11000000000000004,0.75,-0.02999999999999997,-0.10000000000000009,0,-1,6,0,0.11000000000000004,-0.02999999999999997,True,5
Blue,Petr Yan,Sean O'Malley,2,-10.159999999999997,-12.699999999999989,-2.49,-0.07999999999999996,1.38,0.09000000000000002,-0.19999999999999998,0,1,-3,1,-0.07999999999999996,0.09000000000000002,False,3
Red,Beneil Dariush,Mateusz Gamrot,2,0.0,5.079999999999984,0.5499999999999998,-0.020000000000000018,-3.35,-0.009999999999999953,0.8,11,3,3,0,-0.020000000000000018,-0.009999999999999953,False,3
Blue,Katlyn Chookagian,Manon Fiorot,1,5.079999999999984,7.6200000000000045,-1.6799999999999997,-0.06999999999999995,-0.8599999999999999,-0.27,0.3,7,4,0,0,-0.06999999999999995,-0.27,False,3
Red,Belal Muhammad,Sean Brady,5,2.539999999999992,0.0,0.6199999999999997,-0.10000000000000003,-1.0100000000000002,-0.17999999999999994,-1.0,7,3,2,0,-0.10000000000000003,-0.17999999999999994,False,3
Blue,Makhmud Muradov,Caio Borralho,3,2.5400000000000205,0.0,0.6000000000000001,-0.16999999999999998,1.4699999999999998,0.06000000000000005,-0.3,-1,1,-4,1,-0.16999999999999998,0.06000000000000005,False,3
Blue,Volkan Oezdemir,Nikita Krylov,3,-2.539999999999992,-5.0800000000000125,0.41000000000000014,-0.07000000000000006,-1.73,-0.04999999999999999,-1.2999999999999998,-3,-2,0,0,-0.07000000000000006,-0.04999999999999999,False,3
Red,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,3,-5.079999999999984,2.539999999999992,0.9799999999999998,0.14,-0.10000000000000009,-0.07999999999999999,-0.5,0,0,1,-1,0.14,-0.07999999999999999,False,3
Red,Armen Petrosyan,AJ Dobson,1,5.0800000000000125,-12.699999999999989,1.4000000000000004,0.06,-1.45,-0.42,-0.3,1,0,0,0,0.06,-0.42,False,3
Red,Muhammad Mokaev,Malcolm Gordon,-10,0.0,-2.539999999999992,-0.8899999999999999,0.0,3.5700000000000003,0.06,-0.19999999999999996,0,-2,0,0,0.0,0.06,False,3
Red,Karol Rosa,Lina Lansberg,-13,-5.0800000000000125,5.0800000000000125,3.8000000000000003,0.010000000000000009,0.6799999999999999,0.19,-0.1,0,-4,0,-1,0.010000000000000009,0.19,False,3
Red,Alexa Grasso,Viviane Araujo,-6,2.539999999999992,-5.0800000000000125,0.5599999999999996,-0.03999999999999998,-1.35,0.04999999999999999,0.0,1,1,2,0,-0.03999999999999998,0.04999999999999999,False,5
Blue,Cub Swanson,Jonathan Martinez,10,0.0,0.0,0.1299999999999999,0.010000000000000009,0.6300000000000001,0.15000000000000002,0.30000000000000004,11,8,-2,0,0.010000000000000009,0.15000000000000002,False,3
Blue,Jordan Wright,Dusko Todorovic,3,2.5400000000000205,7.6200000000000045,-1.4400000000000004,-0.009999999999999898,1.13,0.33,0.4,-1,0,0,1,-0.009999999999999898,0.33,False,3
Red,Raphael Assuncao,Victor Henry,5,-5.0800000000000125,-5.0800000000000125,-5.119999999999999,-0.12000000000000005,1.65,0.39,-0.3,13,8,-1,4,-0.12000000000000005,0.39,False,3
Blue,Misha Cirkunov,Alonzo Menifield,1,7.6200000000000045,2.5400000000000205,0.08999999999999986,-0.030000000000000027,3.5200000000000005,0.06,1.5,-1,3,-1,3,-0.030000000000000027,0.06,False,3
Red,Mana Martinez,Brandon Davis,-6,0.0,-5.079999999999984,-0.34999999999999964,0.13,-0.020000000000000018,0.0,0.4,-2,-4,0,-2,0.13,0.0,False,3
Blue,Nick Maximov,Jacob Malkoun,-3,7.6200000000000045,7.6200000000000045,-1.93,-0.11000000000000004,-2.46,0.030000000000000027,-0.2,1,-1,0,0,-0.11000000000000004,0.030000000000000027,False,3
Red,Joanderson Brito,Lucas Alexander,0,-7.6200000000000045,-2.539999999999992,-1.8800000000000003,-0.040000000000000036,3.11,0.76,0.6,2,1,1,0,-0.040000000000000036,0.76,False,3
Red,Piera Rodriguez,Sam Hughes,-1,-5.079999999999984,-2.539999999999992,-0.69,0.009999999999999953,2.26,0.10999999999999999,0.0,0,-3,0,0,0.009999999999999953,0.10999999999999999,False,3
Red,Tatsuro Taira,CJ Vergara,-9,2.5400000000000205,5.0800000000000125,-1.6800000000000002,0.08000000000000007,2.35,0.47,1.9000000000000001,-1,-1,0,0,0.08000000000000007,0.47,False,3
Blue,Mike Jackson,Pete Rodriguez,12,12.700000000000017,7.6200000000000045,-4.789999999999999,0.13999999999999996,0.71,0.33,0.0,1,0,1,-1,0.13999999999999996,0.33,False,3
Blue,Mackenzie Dern,Yan Xiaonan,-4,-2.539999999999992,0.0,-1.5399999999999996,-0.04999999999999999,-0.12,-0.57,1.2,1,0,1,-2,-0.04999999999999999,-0.57,False,5
Red,Randy Brown,Francisco Trinaldo,-12,15.240000000000009,20.319999999999993,1.25,0.019999999999999962,-0.26,-0.02999999999999997,0.09999999999999998,-9,-3,1,0,0.019999999999999962,-0.02999999999999997,False,3
Red,Raoni Barcelos,Trevin Jones,3,0.0,-7.6200000000000045,3.09,0.14,1.2400000000000002,0.17,0.39999999999999997,4,0,0,0,0.14,0.17,False,3
Red,Sodiq Yusuff,Don Shainis,-3,7.6200000000000045,10.159999999999997,2.24,-0.010000000000000009,-0.69,-0.04999999999999999,-1.5,6,1,1,0,-0.010000000000000009,-0.04999999999999999,False,3
Red,Mike Davis,Viacheslav Borshchev,-1,2.539999999999992,7.6200000000000045,-0.05000000000000071,-0.010000000000000009,2.77,0.53,0.4,0,1,2,-1,-0.010000000000000009,0.53,False,3
Blue,John Castaneda,Daniel Santos,3,-2.5400000000000205,10.159999999999997,0.41000000000000014,0.13,-0.10999999999999988,-0.15000000000000002,0.1,3,0,2,-1,0.13,-0.15000000000000002,False,3
Red,Ilir Latifi,Aleksei Oleinik,-5,-10.159999999999997,-17.78,-1.2400000000000002,-0.02999999999999997,0.2899999999999998,-0.11000000000000004,-1.5999999999999999,-1,-1,0,0,-0.02999999999999997,-0.11000000000000004,False,3
